hugo	pfam_coord
ARL3	{'Arf': [3, 177]}
ZNF768	{'RNA_pol_Rpb1_R': [129, 142, '//', 111, 128, '//', 59, 72], 'zf-C2H2': [457, 479, '//', 262, 283], 'zf-H2C2_2': [331, 356, '//', 303, 328, '//', 275, 300, '//', 499, 524, '//', 387, 412, '//', 419, 440]}
VN1R4	{'V1R': [33, 297]}
ZNF765	{'KRAB': [8, 48], 'zf-H2C2_2': [313, 338, '//', 397, 422, '//', 452, 477, '//', 258, 282, '//', 480, 504, '//', 341, 366, '//', 229, 254, '//', 285, 309, '//', 369, 394, '//', 429, 449]}
ZNF764	{'KRAB': [26, 66], 'zf-H2C2_2': [301, 326, '//', 273, 298, '//', 330, 354, '//', 189, 214, '//', 245, 270, '//', 217, 242]}
ZNF766	{'KRAB': [9, 49], 'zf-H2C2_2': [397, 422, '//', 257, 282, '//', 341, 366, '//', 369, 394, '//', 425, 450, '//', 285, 310, '//', 313, 337, '//', 229, 254]}
PGBD1	{'DDE_Tnp_1_7': [418, 775], 'SCAN': [38, 133]}
PDE6A	{'GAF': [254, 431, '//', 73, 222], 'PDEase_I': [558, 806]}
OR2V1	{'7tm_4': [140, 284]}
OR2V2	{'7tm_4': [140, 284]}
RPP21	{'Rpr2': [12, 97]}
VNN3	{'CN_hydrolase': [46, 222]}
VNN1	{'CN_hydrolase': [27, 239]}
RPP25	{'Alba': [36, 101]}
PMCH	{'Pro-MCH': [80, 165]}
PLSCR4	{'Scramblase': [100, 322]}
NKX2-8	{'Homeobox': [85, 141]}
ECSIT	{'ECIST_Cterm': [269, 394], 'ECSIT': [39, 267]}
ZSCAN10	{'zf-C2H2': [697, 719, '//', 670, 691, '//', 422, 443, '//', 292, 315, '//', 321, 343], 'zf-C2H2_4': [349, 372, '//', 377, 400], 'zf-H2C2_2': [509, 534, '//', 621, 646, '//', 565, 590, '//', 593, 618, '//', 481, 506, '//', 537, 562], 'SCAN': [1, 77]}
CLEC11A	{'Lectin_C': [195, 321]}
HHATL	{'MBOAT': [130, 450]}
FAM185A	{'DUF4098': [243, 316, '//', 185, 260, '//', 149, 216]}
C14orf79	{'Clathrin_bdg': [192, 272]}
OR4P4	{'7tm_4': [137, 278]}
ZSCAN12	{'zf-H2C2_2': [483, 508, '//', 539, 564, '//', 455, 480, '//', 316, 341, '//', 511, 535, '//', 344, 369, '//', 288, 312, '//', 401, 425, '//', 372, 397], 'SCAN': [40, 135]}
SUPT6H	{'SH2_2': [1295, 1515], 'DLD': [1050, 1160], 'S1': [1226, 1282], 'HHH_7': [935, 1038], 'YqgF': [775, 931], 'HTH_44': [300, 437], 'SPT6_acidic': [35, 128]}
OR5B3	{'7tm_4': [137, 281]}
C18orf32	{'DUF4512': [2, 75]}
DOPEY1	{'Dopey_N': [10, 305]}
CDKL4	{'Pkinase': [4, 286]}
ZNF501	{'zf-H2C2_2': [120, 145, '//', 64, 89, '//', 177, 201, '//', 93, 115, '//', 149, 173, '//', 232, 257, '//', 204, 229, '//', 36, 61]}
ZNF503	{'nlz1': [355, 415, '//', 233, 274]}
ZSCAN16	{'zf-H2C2_2': [250, 275, '//', 306, 330, '//', 278, 302], 'SCAN': [35, 130]}
TBC1D10A	{'RabGAP-TBC': [114, 315]}
ADIPOR1	{'HlyIII': [129, 352]}
MEF2D	{'HJURP_C': [90, 155], 'SRF-TF': [9, 59]}
GPBP1	{'Vasculin': [374, 471]}
ENOX2	{'RRM_1': [130, 189]}
TREM2	{'V-set': [14, 128]}
RPL41	{'Ribosomal_L41': [1, 25]}
CD1C	{'C1-set': [211, 292]}
MYH3	{'Myosin_head': [88, 767], 'Myosin_N': [35, 76], 'Myosin_tail_1': [1069, 1927]}
MYH1	{'Myosin_head': [88, 770], 'Myosin_N': [35, 76], 'Myosin_tail_1': [1072, 1930]}
MYH6	{'Myosin_head': [87, 768], 'Myosin_N': [34, 75], 'Myosin_tail_1': [1070, 1928]}
MYH7	{'Myosin_head': [87, 766], 'Myosin_N': [34, 75], 'Myosin_tail_1': [1068, 1926]}
MYH4	{'Myosin_head': [88, 770], 'Myosin_N': [35, 76], 'Myosin_tail_1': [1072, 1930]}
THBS2	{'EGF_CA': [590, 646], 'TSP_1': [498, 548, '//', 441, 491, '//', 385, 430], 'TSP_3': [847, 884, '//', 788, 823, '//', 729, 764, '//', 885, 920, '//', 921, 956, '//', 823, 846, '//', 763, 787], 'EGF_3': [652, 691], 'TSP_C': [974, 1172], 'VWC': [320, 374]}
RACGAP1	{'C1_1': [287, 338], 'RhoGAP': [363, 513]}
BAGE5	{'BAGE': [1, 28]}
MYH8	{'Myosin_head': [90, 769], 'Myosin_N': [37, 78], 'Myosin_tail_1': [1071, 1929]}
MYH9	{'IQ': [780, 800], 'Myosin_head': [83, 764], 'Myosin_N': [29, 71], 'Myosin_tail_1': [1066, 1923]}
ZNF436	{'KRAB': [14, 54], 'zf-H2C2_2': [348, 373, '//', 404, 429, '//', 432, 457, '//', 152, 177, '//', 236, 261, '//', 292, 317, '//', 264, 289, '//', 320, 345, '//', 180, 205, '//', 208, 231]}
CLPS	{'Colipase': [21, 60], 'Colipase_C': [62, 106]}
RPS17L	{'Ribosomal_S17e': [1, 122]}
VGLL2	{'Vg_Tdu': [79, 111]}
VGLL3	{'Vg_Tdu': [82, 113]}
CADM4	{'C2-set_2': [123, 210], 'V-set': [24, 122], 'Ig_2': [225, 308]}
VGLL1	{'Vg_Tdu': [21, 53]}
CADM2	{'C2-set_2': [126, 213], 'V-set': [23, 122], 'I-set': [227, 313]}
CELF5	{'RRM_1': [402, 472, '//', 136, 204, '//', 47, 116]}
VGLL4	{'VGLL4': [5, 224]}
FGD5	{'PH': [1364, 1460, '//', 1114, 1207], 'FYVE': [1237, 1302], 'RhoGEF': [896, 1083]}
FGD1	{'PH': [591, 688, '//', 822, 920], 'FYVE': [725, 791], 'RhoGEF': [377, 560]}
UBE2G1	{'UQ_con': [9, 161]}
CEP250	{'Rootletin': [39, 216]}
CELF2	{'RRM_1': [425, 495, '//', 134, 202, '//', 42, 113]}
TBX18	{'T-box': [140, 331]}
ANO2	{'Anoctamin': [352, 944]}
SATB1	{'CUT': [362, 448, '//', 485, 571], 'Homeobox': [645, 702]}
VCPIP1	{'OTU': [214, 355]}
ARSI	{'Sulfatase': [47, 360]}
UHRF2	{'DUF3590': [177, 261], 'SAD_SRA': [444, 616], 'ubiquitin': [6, 76], 'PHD': [346, 395]}
CNNM1	{'CBS': [496, 562], 'DUF21': [224, 414]}
CNNM3	{'CBS': [382, 446], 'DUF21': [136, 294]}
NPAP1	{'POM121': [152, 384]}
CNNM4	{'CBS': [441, 505], 'DUF21': [184, 358]}
TANGO6	{'DUF2435': [834, 927], 'DUF2411': [1040, 1075]}
OR8K5	{'7tm_4': [139, 283]}
PIP5K1A	{'PIP5K': [163, 449]}
NDNF	{'DUF2369': [284, 568, '//', 127, 233]}
ZNF438	{'zf-H2C2_2': [521, 546]}
KEAP1	{'Kelch_1': [506, 551, '//', 553, 598, '//', 361, 410, '//', 459, 504, '//', 412, 457, '//', 317, 359], 'BACK': [184, 286], 'BTB': [67, 179]}
MYO9A	{'IQ': [1139, 1159, '//', 1075, 1095, '//', 1043, 1063, '//', 1116, 1136], 'Myosin_head': [148, 765, '//', 819, 1004], 'RA': [14, 112], 'RhoGAP': [2076, 2226]}
TANGO2	{'NRDE': [1, 272]}
POLA2	{'Pol_alpha_B_N': [15, 248], 'DNA_pol_E_B': [342, 549]}
ZNF865	{'zf-C2H2': [407, 429, '//', 441, 463, '//', 669, 691, '//', 1017, 1039, '//', 989, 1011], 'zf-C2H2_6': [696, 721, '//', 791, 815], 'zf-H2C2_2': [564, 589, '//', 238, 263, '//', 592, 617, '//', 890, 915, '//', 862, 887, '//', 364, 389, '//', 946, 971, '//', 834, 859]}
PHF10	{'PHD': [435, 481, '//', 379, 436]}
PHF11	{'zf-HC5HC2H': [68, 160]}
PHF12	{'PHD': [58, 105, '//', 273, 318]}
PHF13	{'PHD': [234, 280]}
FOXQ1	{'Fork_head': [119, 215]}
ZNF862	{'KRAB': [333, 373, '//', 11, 41], 'Dimer_Tnp_hAT': [989, 1071]}
PHF19	{'Mtf2_C': [529, 579], 'PHD': [98, 151]}
FBRSL1	{'Auts2': [587, 791]}
EBPL	{'EBP': [11, 201]}
SLC5A1	{'SSF': [58, 492]}
MEGF8	{'EGF_CA': [1074, 1127], 'PSI': [1005, 1073], 'CUB': [30, 137], 'Laminin_EGF': [1211, 1261, '//', 2335, 2378, '//', 1163, 1208], 'Kelch_4': [1509, 1564, '//', 227, 277, '//', 1565, 1615, '//', 1784, 1839, '//', 278, 332]}
MEGF9	{'Laminin_EGF': [204, 251, '//', 254, 298, '//', 301, 346, '//', 400, 449, '//', 349, 399]}
SLC5A4	{'SSF': [58, 492]}
SLC5A5	{'SSF': [47, 452]}
SLC5A6	{'SSF': [59, 463]}
SLC5A7	{'SSF': [42, 442]}
TIA1	{'RRM_1': [108, 178, '//', 9, 77, '//', 216, 280]}
MEGF6	{'EGF_CA': [285, 324], 'FXa_inhibition': [165, 200, '//', 416, 451, '//', 335, 370, '//', 206, 242], 'Laminin_EGF': [568, 613, '//', 1132, 1174, '//', 873, 919, '//', 1175, 1221, '//', 1347, 1393]}
UBN1	{'HUN': [115, 169], 'UBN_AB': [353, 575]}
PNLIPRP3	{'Lipase': [18, 352], 'PLAT': [358, 465]}
RAVER2	{'RRM_1': [144, 213, '//', 233, 303], 'RRM_6': [71, 133]}
ALX3	{'Homeobox': [154, 210]}
NAA40	{'Acetyltransf_1': [102, 193]}
ALX1	{'Homeobox': [133, 189], 'OAR': [301, 321]}
RB1	{'DUF3452': [105, 229], 'RB_A': [373, 573], 'Rb_C': [768, 927], 'RB_B': [645, 766]}
ALX4	{'Homeobox': [215, 271], 'OAR': [386, 406]}
PFKFB2	{'6PF2K': [26, 249], 'His_Phos_1': [251, 398]}
SPATA31A7	{'FAM75': [396, 754], 'DUF4599': [70, 157]}
GDE1	{'GDPD': [70, 324]}
UCN	{'CRF': [84, 122]}
SPATA31A6	{'FAM75': [396, 750], 'DUF4599': [70, 157]}
ZBTB3	{'zf-H2C2_2': [486, 511], 'BTB': [64, 173]}
ZBTB2	{'zf-C2H2': [254, 276, '//', 448, 468], 'zf-H2C2_2': [377, 399], 'BTB': [14, 116]}
CARD18	{'CARD': [3, 90]}
MAT2A	{'S-AdoMet_synt_N': [16, 115], 'S-AdoMet_synt_M': [128, 250], 'S-AdoMet_synt_C': [252, 389]}
ZBTB6	{'zf-C2H2': [382, 405], 'zf-C2H2_4': [301, 324], 'zf-H2C2_2': [340, 365], 'BTB': [23, 127]}
ZBTB5	{'zf-H2C2_2': [627, 652], 'BTB': [14, 123]}
MAT2B	{'RmlD_sub_bind': [29, 324]}
NR4A2	{'zf-C4': [261, 330], 'Hormone_recep': [385, 582]}
CYP21A2	{'p450': [27, 480]}
ZBTB9	{'BTB': [38, 142]}
NBR1	{'PB1': [4, 85], 'ZZ': [212, 253]}
CARD17	{'CARD': [3, 90]}
CARD16	{'CARD': [3, 90]}
S100PBP	{'S100PBPR': [21, 402]}
CARD14	{'CARD': [20, 106]}
SYNGAP1	{'C2': [264, 344], 'RasGAP': [464, 635], 'DUF3498': [718, 1313]}
WDR43	{'Utp12': [473, 579], 'WD40': [117, 154, '//', 158, 193]}
ARR3	{'Arrestin_C': [190, 353], 'Arrestin_N': [14, 171]}
DBC1	{'MACPF': [46, 200]}
ABCC5	{'ABC_tran': [1210, 1358, '//', 578, 713], 'ABC_membrane': [859, 1147, '//', 179, 447]}
COL24A1	{'COLFI': [1531, 1598, '//', 1592, 1713], 'Collagen': [1197, 1260, '//', 753, 818, '//', 1137, 1199, '//', 1420, 1482, '//', 590, 659, '//', 787, 857, '//', 542, 603, '//', 487, 547, '//', 733, 799, '//', 1083, 1159, '//', 804, 874, '//', 841, 919, '//', 1240, 1313, '//', 680, 764], 'Laminin_G_2': [114, 224]}
PXMP2	{'Mpv17_PMP22': [129, 195]}
AIM2	{'PYRIN': [6, 83], 'HIN': [150, 318]}
PXMP4	{'Tim17': [20, 149]}
RIPK3	{'RHIM': [417, 469], 'Pkinase': [21, 283]}
OR6Y1	{'7tm_4': [144, 288]}
NUDT13	{'NUDIX-like': [46, 162], 'NUDIX': [198, 319], 'zf-NADH-PPase': [164, 195]}
ABCC1	{'ABC_tran': [1310, 1458, '//', 661, 796], 'ABC_membrane': [325, 596, '//', 972, 1248]}
CUL4A	{'Cullin_Nedd8': [688, 753], 'Cullin': [63, 661]}
NUDT11	{'NUDIX': [17, 143]}
CYP2C19	{'p450': [30, 487]}
CYP2C18	{'p450': [30, 487]}
BOLA1	{'BolA': [38, 114]}
NUDT16	{'NUDIX': [19, 148]}
BOLA3	{'BolA': [38, 107]}
BOLA2	{'BolA': [10, 80]}
GLCCI1	{'FAM117': [167, 481]}
SLC6A3	{'SNF': [60, 583]}
SLC6A2	{'SNF': [56, 580]}
SLC6A1	{'SNF': [44, 559]}
SLC6A7	{'SNF': [37, 561]}
NDUFB9	{'Complex1_LYR': [13, 72]}
NDUFB8	{'NDUF_B8': [6, 186]}
NDUFB7	{'NDUF_B7': [38, 103]}
NDUFB6	{'NDUF_B6': [1, 128]}
NDUFB5	{'NDUF_B5': [1, 189]}
FAM160A2	{'RAI16-like': [96, 426]}
NDUFB1	{'NADH_oxidored': [1, 58]}
GPR39	{'7tm_1': [47, 344]}
GSR	{'Pyr_redox_2': [66, 380], 'Pyr_redox_dim': [411, 522], 'Pyr_redox': [233, 312]}
UACA	{'Ank_2': [138, 230, '//', 72, 164, '//', 114, 197, '//', 38, 131]}
KIAA1919	{'MFS_1': [2, 347]}
GPR31	{'7tm_1': [31, 282]}
TMOD1	{'Tropomodulin': [1, 144]}
GPR32	{'7tm_1': [60, 316]}
GPR35	{'7tm_1': [37, 276]}
NAALADL2	{'Peptidase_M28': [444, 616]}
DNAH11	{'AAA_9': [3465, 3692], 'AAA_8': [2825, 3092], 'AAA_7': [2478, 2748], 'AAA_6': [1862, 2092], 'AAA_5': [2176, 2321], 'MT': [3104, 3448], 'Dynein_heavy': [3819, 4522], 'DHC_N2': [1314, 1731], 'DHC_N1': [236, 814]}
EQTN	{'Afaf': [53, 250]}
C12orf57	{'DUF4511': [10, 114]}
SUGT1	{'CS': [172, 248], 'SGS': [284, 365], 'TPR_11': [20, 76]}
FMNL2	{'Drf_FH3': [278, 482], 'Drf_GBD': [23, 159, '//', 202, 275], 'FH2': [616, 982]}
FMNL3	{'Drf_FH3': [281, 482], 'Drf_GBD': [26, 149, '//', 208, 278], 'FH2': [561, 926]}
ASB17	{'SOCS_box': [253, 294]}
STAP1	{'SH2': [178, 256], 'PH': [26, 121]}
TBC1D20	{'RabGAP-TBC': [63, 266]}
NEXN	{'I-set': [582, 671]}
JAK2	{'Pkinase_Tyr': [849, 1123, '//', 545, 805], 'SH2': [400, 481]}
C11orf83	{'DUF4574': [1, 92]}
MAPRE1	{'CH': [17, 116], 'EB1': [209, 248]}
MAPRE3	{'CH': [17, 116], 'EB1': [218, 257]}
ZIC3	{'zf-C2H2': [388, 410], 'zf-H2C2_2': [314, 341, '//', 344, 371]}
ANKRD45	{'Ank_2': [55, 156]}
AQP4	{'MIP': [29, 248]}
ANKRD46	{'Ank_2': [16, 85]}
ANKRD40	{'Ank_2': [2, 74]}
NAA15	{'TPR_2': [80, 113], 'NARP1': [187, 698]}
ANKRD42	{'Ank_5': [51, 105], 'Ank_2': [30, 128, '//', 240, 334, '//', 125, 196]}
ANKRD49	{'Ank_2': [78, 171]}
WDR11	{'WD40': [51, 99]}
AQP8	{'MIP': [29, 245]}
GRM4	{'NCD3G': [516, 566], '7tm_3': [597, 845], 'ANF_receptor': [77, 482]}
SLCO6A1	{'Kazal_2': [502, 549], 'OATP': [105, 666]}
PATZ1	{'zf-C2H2': [605, 628, '//', 496, 518], 'zf-C2H2_4': [292, 315], 'zf-H2C2_2': [369, 394, '//', 427, 453], 'BTB': [30, 160]}
SLC6A5	{'SNF': [191, 740]}
TAGAP	{'RhoGAP': [101, 250]}
GTF2I	{'GTF2I': [112, 187, '//', 466, 541, '//', 571, 646, '//', 361, 436, '//', 733, 808, '//', 868, 943]}
MRRF	{'RRF': [98, 261]}
MPV17L	{'Mpv17_PMP22': [105, 170]}
GSC	{'Homeobox': [161, 217]}
PGGT1B	{'Prenyltrans': [289, 333, '//', 240, 284, '//', 191, 234, '//', 142, 186]}
RHAG	{'Ammonium_transp': [15, 402]}
C8orf37	{'RMP': [63, 207]}
IFIT1B	{'TPR_2': [146, 174], 'TPR_1': [440, 470], 'TPR_7': [342, 379], 'TPR_12': [49, 127]}
GRM2	{'NCD3G': [496, 546], '7tm_3': [577, 817], 'ANF_receptor': [60, 459]}
POM121L12	{'POM121': [182, 248]}
RNF215	{'zf-RING_2': [323, 366]}
GRM3	{'NCD3G': [505, 555], '7tm_3': [586, 826], 'ANF_receptor': [67, 473]}
LZTR1	{'Kelch_3': [77, 126, '//', 127, 183, '//', 184, 236], 'Kelch_1': [283, 328], 'Kelch_4': [67, 116], 'Kelch_5': [384, 422], 'BTB': [655, 767, '//', 433, 573]}
STX3	{'Syntaxin': [31, 131], 'SNARE': [196, 258]}
RNF213	{'zf-C3HC4': [3997, 4035]}
RNF212	{'zf-RING_5': [6, 47]}
MED29	{'Med29': [51, 194]}
MED28	{'Med28': [72, 176]}
STX2	{'Syntaxin': [28, 130], 'SNARE': [196, 258]}
PDE6D	{'GMP_PDE_delta': [7, 150]}
ADORA1	{'7tm_1': [26, 288]}
MED20	{'Med20': [1, 198]}
MED23	{'Med23': [1, 1307]}
MED22	{'Med22': [14, 130]}
MED25	{'Med25_NR-box': [669, 747], 'Med25_VWA': [1, 227], 'Med25_SD1': [228, 385], 'Med25': [392, 547]}
MED27	{'Med27': [224, 310]}
MED26	{'Med26': [33, 85]}
GUCY2C	{'Pkinase_Tyr': [499, 745], 'ANF_receptor': [53, 386], 'Guanylate_cyc': [815, 1002]}
SEPT9	{'Septin': [295, 574]}
SEPT8	{'Septin': [41, 314]}
CC2D1B	{'C2': [701, 799]}
SEPT5	{'Septin': [41, 321]}
SEPT4	{'Septin': [141, 421]}
TRIM72	{'zf-B_box': [81, 122], 'PRY': [291, 340], 'zf-C3HC4_4': [14, 56], 'SPRY': [342, 471]}
SEPT6	{'Septin': [39, 312]}
ZNF70	{'zf-H2C2_2': [238, 263, '//', 294, 319, '//', 322, 347, '//', 182, 207, '//', 210, 235, '//', 154, 179, '//', 350, 373, '//', 266, 289, '//', 405, 429, '//', 378, 402]}
FNBP1L	{'FCH': [1, 93], 'SH3_1': [544, 591]}
KANSL3	{'Abhydrolase_5': [287, 436]}
KANSL2	{'zf-C3Hc3H': [300, 365, '//', 27, 93]}
KANSL1	{'PEHE': [885, 1035]}
WDR16	{'WD40': [577, 615, '//', 452, 489, '//', 101, 141, '//', 545, 573, '//', 54, 82, '//', 409, 445]}
EVX2	{'Homeobox': [189, 245]}
GK2	{'FGGY_C': [275, 467], 'FGGY_N': [12, 266]}
GK5	{'FGGY_C': [291, 480], 'FGGY_N': [20, 282]}
TRIAP1	{'UPF0203': [1, 71]}
RBM34	{'RRM_1': [289, 358, '//', 187, 234]}
GCOM1	{'GCOM2': [96, 416]}
YARS	{'tRNA-synt_1b': [31, 322], 'tRNA_bind': [370, 466]}
CDK5R1	{'CDK5_activator': [1, 296]}
ZNF74	{'zf-C2H2': [556, 578], 'KRAB': [43, 83], 'zf-H2C2_2': [346, 371, '//', 374, 399, '//', 318, 343, '//', 514, 539, '//', 458, 483, '//', 290, 315, '//', 430, 455, '//', 402, 427, '//', 262, 286, '//', 486, 511]}
RBM33	{'RRM_6': [1100, 1164]}
MSR1	{'SRCR': [353, 450], 'Collagen': [271, 335], 'Macscav_rec': [121, 169]}
RBM39	{'RRM_1': [252, 322, '//', 155, 223], 'RRM_5': [450, 505], 'RBM39linker': [339, 411, '//', 400, 442]}
CCER1	{'CCER1': [4, 219]}
SPANXN5	{'SPAN-X': [1, 72]}
EPHB3	{'fn3': [341, 437, '//', 454, 535], 'EphA2_TM': [559, 630], 'SAM_1': [923, 987], 'GCC2_GCC3': [274, 320], 'Pkinase_Tyr': [633, 892], 'Ephrin_lbd': [39, 212]}
GPR155	{'DEP': [766, 833], 'Mem_trans': [42, 206, '//', 191, 362]}
SPANXN2	{'SPAN-X': [1, 100]}
DNAJC5B	{'DnaJ': [19, 81]}
PARP6	{'PARP': [450, 580]}
EPN1	{'ENTH': [17, 140], 'UIM': [182, 199, '//', 207, 224]}
DNAJC5G	{'DnaJ': [54, 95]}
PARP2	{'PARP_reg': [231, 363], 'PARP': [365, 577], 'WGR': [111, 195]}
HOXB7	{'Homeobox': [138, 194]}
BTNL9	{'V-set': [29, 146], 'PRY': [330, 379], 'SPRY': [381, 496]}
BCCIP	{'BCIP': [55, 257]}
NXPH4	{'Neurexophilin': [221, 308, '//', 65, 166]}
TP53INP2	{'DOR': [27, 217]}
BTNL3	{'V-set': [18, 131], 'PRY': [290, 336], 'SPRY': [338, 453]}
ANG	{'RnaseA': [26, 140]}
ALDH4A1	{'Aldedh': [74, 547]}
AAMDC	{'DUF498': [6, 119]}
FAM195A	{'FAM195': [58, 158]}
SLC6A8	{'SNF': [52, 583]}
MELK	{'KA1': [605, 651], 'Pkinase': [11, 263]}
TIE1	{'Pkinase_Tyr': [839, 1107], 'hEGF': [243, 255], 'fn3': [645, 729, '//', 448, 533, '//', 548, 632], 'Ig_2': [356, 443, '//', 127, 211]}
FGF23	{'FGF': [39, 147]}
SGTA	{'TPR_1': [159, 192, '//', 125, 158, '//', 91, 124]}
MDFI	{'MDFI': [56, 246]}
XAGE5	{'GAGE': [1, 108]}
XAGE2	{'GAGE': [1, 111]}
XAGE3	{'GAGE': [1, 111]}
ACTC1	{'Actin': [4, 377]}
ZFP1	{'zf-C2H2_6': [267, 288], 'KRAB': [8, 48], 'zf-H2C2_2': [226, 251, '//', 338, 363, '//', 366, 391, '//', 199, 223, '//', 282, 307, '//', 310, 335]}
ZNF34	{'zf-C2H2': [335, 357, '//', 279, 301, '//', 195, 217], 'KRAB': [35, 75], 'zf-H2C2_2': [265, 290, '//', 378, 402, '//', 321, 346, '//', 433, 458, '//', 349, 374, '//', 461, 486, '//', 517, 542, '//', 405, 430, '//', 489, 514]}
ZNF35	{'zf-C2H2': [334, 356, '//', 306, 328], 'zf-H2C2_2': [264, 289, '//', 376, 401, '//', 488, 513, '//', 236, 261, '//', 460, 485, '//', 404, 429, '//', 433, 457]}
ZNF32	{'zf-C2H2': [245, 267], 'zf-H2C2_2': [119, 144, '//', 175, 200, '//', 91, 115, '//', 203, 228, '//', 147, 172]}
ZNF30	{'KRAB': [14, 54], 'zf-H2C2_2': [303, 327, '//', 442, 466, '//', 414, 439, '//', 526, 551, '//', 274, 299, '//', 330, 354, '//', 498, 523, '//', 583, 607, '//', 246, 271, '//', 386, 411, '//', 555, 578, '//', 218, 242, '//', 470, 495, '//', 190, 214, '//', 162, 187]}
ING5	{'ING': [5, 107], 'PHD': [188, 235]}
ATP8B2	{'HAD': [408, 842], 'E1-E2_ATPase': [103, 374]}
SH3GL1	{'SH3_1': [312, 357], 'BAR': [6, 242]}
MSH2	{'MutS_V': [619, 854], 'MutS_IV': [473, 569], 'MutS_III': [305, 610], 'MutS_II': [145, 290], 'MutS_I': [17, 132]}
SH3GL3	{'SH3_9': [293, 340], 'BAR': [6, 242]}
SH3GL2	{'SH3_9': [297, 345], 'BAR': [6, 242]}
SLC10A3	{'SBF': [197, 381]}
SLC10A1	{'SBF': [32, 214]}
SLC10A7	{'DUF4137': [10, 324]}
SLC10A6	{'SBF': [39, 217]}
THOP1	{'Peptidase_M3': [227, 677]}
KIAA0825	{'DUF4495': [514, 835]}
CCDC25	{'DUF814': [8, 100]}
STAB2	{'EGF_3': [1559, 1595, '//', 1475, 1511, '//', 957, 993, '//', 1517, 1553, '//', 2086, 2121, '//', 2127, 2164, '//', 243, 275], 'Fasciclin': [1005, 1129, '//', 1751, 1883, '//', 1608, 1726, '//', 526, 654, '//', 1148, 1267, '//', 382, 507, '//', 2332, 2449], 'Xlink': [2197, 2290]}
XCL1	{'IL8': [23, 84]}
ING1	{'ING': [173, 256], 'PHD': [355, 402]}
FHL2	{'LIM': [101, 158, '//', 162, 217, '//', 40, 97, '//', 221, 278]}
FHL3	{'LIM': [162, 217, '//', 101, 158, '//', 221, 279, '//', 40, 97]}
FHL1	{'LIM': [101, 158, '//', 162, 216, '//', 40, 97]}
NSUN6	{'Nol1_Nop2_Fmu': [194, 427]}
FHL5	{'LIM': [102, 159, '//', 41, 98, '//', 222, 279, '//', 163, 218]}
OR1K1	{'7tm_4': [140, 284]}
ING3	{'ING': [2, 104], 'PHD': [362, 409]}
UGGT2	{'Glyco_transf_8': [1234, 1472], 'UDP-g_GGTase': [922, 1128]}
UGGT1	{'UDP-g_GGTase': [944, 1150]}
BSPRY	{'zf-B_box': [18, 59], 'PRY': [232, 281], 'SPRY': [283, 401]}
ZNF248	{'KRAB': [8, 48], 'zf-H2C2_2': [534, 559, '//', 394, 417, '//', 450, 473, '//', 422, 445, '//', 506, 529, '//', 478, 501]}
ITPRIPL2	{'Mab-21': [332, 456]}
ITPRIPL1	{'Mab-21': [363, 541]}
GOLGA7	{'Erf4': [11, 125]}
KIAA1755	{'CRAL_TRIO_2': [577, 716]}
TIMM17A	{'Tim17': [8, 133]}
ALDH7A1	{'Aldedh': [59, 522]}
RAD51D	{'Rad51': [64, 300]}
VASH2	{'Vasohibin': [45, 291]}
KRTAP16-1	{'Keratin_B2_2': [68, 112, '//', 128, 172, '//', 108, 152, '//', 88, 132, '//', 173, 217, '//', 248, 292, '//', 293, 339, '//', 417, 462]}
C1QTNF9B	{'C1q': [203, 329], 'Collagen': [23, 82]}
CTDSPL2	{'NIF': [288, 450]}
GAREML	{'CABIT': [29, 343]}
CHD2	{'Helicase_C': [825, 905], 'Chromo': [378, 447, '//', 261, 344], 'DUF4208': [1455, 1555], 'SNF2_N': [487, 768]}
CDADC1	{'dCMP_cyt_deam_1': [316, 445, '//', 72, 152]}
GPA33	{'V-set': [21, 137], 'Ig_2': [136, 228]}
LGI1	{'LRR_8': [115, 175, '//', 67, 127], 'EPTP': [316, 364, '//', 509, 550, '//', 418, 462, '//', 463, 506, '//', 270, 313, '//', 224, 267, '//', 365, 415]}
HMGXB4	{'HMG_box': [407, 473], 'DUF4171': [107, 233]}
GTF2A2	{'TFIIA_gamma_N': [1, 49], 'TFIIA_gamma_C': [51, 100]}
SLC30A2	{'Cation_efflux': [84, 312]}
DIP2A	{'AMP-binding': [991, 1465, '//', 339, 815], 'DMAP_binding': [9, 123]}
DIP2B	{'AMP-binding': [995, 1470, '//', 347, 819], 'DMAP_binding': [12, 131]}
TRMT2B	{'Methyltransf_31': [342, 480]}
BAHD1	{'BAH': [623, 779]}
SLCO3A1	{'Kazal_2': [477, 527], 'OATP': [39, 623]}
DCLRE1B	{'Lactamase_B_2': [7, 172], 'DRMBL': [215, 302]}
DCLRE1A	{'Lactamase_B_2': [708, 869], 'DRMBL': [914, 1020]}
ZNF852	{'zf-H2C2_2': [419, 444, '//', 279, 304, '//', 335, 359, '//', 167, 192, '//', 391, 416, '//', 308, 332, '//', 224, 248, '//', 364, 388, '//', 139, 164, '//', 195, 220, '//', 251, 274]}
ECT2	{'PTCB-BRCT': [179, 242], 'BRCT': [266, 341], 'RhoGEF': [456, 640]}
STAM2	{'SH3_1': [208, 253], 'UIM': [164, 181], 'VHS': [4, 140]}
DUSP13	{'DSPc': [53, 190]}
FSTL5	{'Kazal_2': [93, 133], 'I-set': [341, 430], 'Ig_2': [245, 339]}
